productId,itemId,vendoritems,产品名称,产品缩略图,销售价,折扣,市场价,每毫升单价,评论数,品牌,品牌链接,容量重量,适合肌肤类型,流通期限,使用方法,化妆品制造企业,化妆品销售企业,制造国家,成分,功能性化妆品,使用注意事项,品质保证基准,售后服务电话,流通公司名称,流通公司营业执照号码,流通公司通信销售申告号码,流通公司地址,流通公司邮箱,流通公司联系人,流通公司联系电话,流通公司&法人姓名,当前网址,当前时间
205874346,606692321,75661463761,이니스프리 그린티 밸런싱 스킨,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/04/27/20/4/21e44e69-c1b0-448c-9deb-54efd008d361.jpg,"9,460",40%,"16,000원",(10ml당 473원),"3,022개 상품평",이니스프리,,200ml,모든피부용,모든피부용,세안 후 적당량을 덜어 얼굴과 목에 고루 펴발라 줍니다., , ,한국,컨텐츠참조,해당없음,"1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 취급 시의 주의사항 가) 어린이의 손이 닿지 않는 곳에 보관할 것 나) 직사광선을 피해서 보관할 것 다) 섭씨 40도 이상의 장소 또는 밀폐된 장소에 보관하지 말 것 라) 사용 후 남은 가스가 없도록 하고 불 속에 버리지 말 것 4) 눈 주위를 피하여 사용할 것 5) 알갱이가 눈에 들어갔을 때에는 물로 씻어내고, 이상이 있는 경우에는 전문의와 상담할 것 6) 만 3세 이하 어린이에게는 사용하지 말 것 7) 특정 부위에 계속하여 장기간 사용하지 말 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/205874346?itemId=606692321&vendorItemId=75661463761&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:23
1414809213,2779751047,5484609359,라운드랩 1025 독도 토너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/3862026491249-52ae6d84-fe01-4add-bd20-0caee77c9bfe.jpg,"8,630",42%,"15,000원",(10ml당 432원),"9,690개 상품평",라운드랩,,200ml,모든 피부용,모든 피부용,"세안 후 적당량을 덜어 화장솜에 충분히 적신 뒤, 피부결을 따라 부드럽게 닦아내어 피부를 정돈시켜 줍니다.", , ,한국,"정제수, 부틸렌글라이콜, 글리세린, 펜틸렌글라이콜, 프로판다이올, 아이리쉬모스추출물, 사탕수수추출물, 해수, 1,2-헥산다이올, 프로테아제, 베타인, 판테놀, 에틸헥실글리세린, 알란토인, 잔탄검, 다이소듐이디티에이",해당없음,"1)화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담 할 것 2)상처가 있는 부위 등에는 사용을 자제할 것 14)보관 및 취급 시의 주의사항 가)어린이의 손이 닿지 않는 곳에 보관할 것 나)직사광선을 피해서 보관할 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1414809213?itemId=2779751047&vendorItemId=5484609359&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:24
2315661919,3996604607,5388433062,이니스프리 비자 트러블 스킨,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/4825672827377975-2c1d51a3-26d7-4222-9b4e-dcf9142ff57f.jpg,,,,,"1,891개 상품평",이니스프리,,상품상세참조,모든 피부 사용,모든 피부 사용,상품상세참조, , ,상품상세참조,상품상세참조,상품상세참조,"1) 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것 2) 상처가 있는 부위 등에는 사용을 자제할 것 3) 보관 및 취급 시의 주의사항 가) 만 3세 이하 어린이에게는 사용하지 말 것 나) 어린이의 손이 닿지 않는 곳에 보관할 것 다) 직사광선을 피해서 보관할 것",본 제품에 이상이 있을 경우 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상해 드립니다.,본 제품에 이상이 있을 경우 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상해 드립니다.,주식회사 비즈아일랜드,159-87-01068,2018-별내-0300,"경기도 남양주시 순화궁로 272 (별내동) 829호, 830호",kkabi81@naver.com,이경신,070-7723-8014,주식회사 비즈아일랜드 / 이경신,https://www.coupang.com/vp/products/2315661919?itemId=3996604607&vendorItemId=5388433062&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
246379487,780629226,79769806875,더랩바이블랑두 올리고 히알루론산 5000 토너,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/4fd0/903060e56bcbcf7bca60782728ea40bc1a0df9a7e7c79eba28de4fe96b91.jpg,"22,150",%,원,(10ml당 443원),"4,091개 상품평",,, , , , ,상품 상세페이지 참조,상품 상세페이지 참조,상품 상세페이지 참조, , , , , ,주식회사 제이엘,217-88-00566,제2016-대전서구-0660호,대전광역시 서구 원도안로224번길 47-23 (도안동) 영우빌딩 101호,gemy80@nate.com,정래원,010-7576-3254,주식회사 제이엘 / 정래원,https://www.coupang.com/vp/products/246379487?itemId=780629226&vendorItemId=79769806875&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
1182128959,2162352672,70160551183,코스알엑스 원스텝 그린 히어로 카밍 패드 70매,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1362195894361650-2be1e463-e35c-4afa-96f5-e487308e365f.jpg,"10,460",12%,"11,900원",,"1,204개 상품평",코스알엑스,,135ml,모든 피부용,모든 피부용,세안 후 엠보싱 면으로 눈가를 제외한 얼굴 전체에 피부결 방향으로 부드럽게 닦아냅니다, , ,대한민국,"녹차수, 부틸렌글라이콜, 서양민들레잎추출물, 병풀추출물, 버지니아풍년화잎추출물, 티트리잎추출물, 쑥추출물, 1,2-헥산다이올, 결명씨추출물, 락토바이오닉애씨드, 말토덱스트린, 판테놀, 폴리글리세릴-10라우레이트, 폴리글리세릴-10미리스테이트, 글리세린, 알지닌, 알란토인, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 소듐하이알루로네이트, 치자추출물, 베르가모트오일, 멘틸락테이트, 박하추출물",해당없음,"1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은 반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것
2.상처가 있는 부위 등에는 사용을 자제할 것
3. 보관 및 취급 시의 주의사항
가) 어린이의 손이 닿지 않는 곳에 보관할 것
나) 직사광선을 피해서 보관할 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1182128959?itemId=2162352672&vendorItemId=70160551183&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
2047319223,3480359887,71466655695,김정문알로에 큐어 하이드라 수딩 토너 130ml x 2p + 체험키트,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/345930543805243-9a40f515-f47b-4403-b54e-3157d15c2ba7.jpg,"22,890",50%,"36,000원",쿠팡판매가,"1,271개 상품평",김정문알로에,,"수딩토너 : 130ml ,큐어2X : 3.5g, 큐어3X : 2g",모든 피부용,모든 피부용,본품 적당량을 취해 피부에 골고루 펴 바른다., , ,대한민국,수딩토너 : 컨텐츠참조/ 그 외 : 해당없음(내용량이 10밀리리터 이하 또는 10그램 이하인 화장품)	,"수딩토너 : 유/미백, 주름개선, 3x크림 : 유/미백, 주름개선,그 외 : 해당없음",컨텐츠참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/2047319223?itemId=3480359887&vendorItemId=71466655695&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
5222346679,7330763063,74621995041,라네즈 크림스킨 대용량,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/54717423029458-bfda9bb3-3281-4b46-8ca9-7adedf3bdaaf.jpg,"29,400",44%,"42,000원",쿠팡판매가,859개 상품평,라네즈,,컨텐츠 참조,모든피부용,모든피부용,"아침, 저녁 스킨 사용 단계에서 적당량을 손에 덜어 피부 속부터 채워주듯이 두드리며 흡수시켜줍니다.", , ,한국,컨텐츠 참조,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5222346679?itemId=7330763063&vendorItemId=74621995041&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
5530076814,8674963739,75962129155,일리윤 세라마이드 더마 속보습 스킨,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2021/04/20/10/8/dcee5070-8878-4944-8cfa-6efa1c0c364a.jpg,"13,600",28%,"17,000원",쿠팡판매가,464개 상품평,,,180ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,대한민국,컨텐츠  참조,해당없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5530076814?itemId=8674963739&vendorItemId=75962129155&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
5231918273,7368103268,74659480173,니들리 데일리 토너패드 60매입 + 앰플 2ml x 5p + 워터젤크림 1.5ml x 5p,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/338351251216080-ad54f65e-4896-4fd2-b84e-46a77019e5fd.png,"22,230",%,원,,185개 상품평,,,본품 60매 / 앰플 2ml x 5p / 워터젤크림 1.5ml x 5p,모든 피부용,모든 피부용,컨텐츠 참조, , ,대한민국,컨텐츠 참조,해당없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5231918273?itemId=7368103268&vendorItemId=74659480173&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
2537113,11710678,4412845345,에센허브 티트리 90 카밍 토너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2544520810919511-6486930a-941e-44ea-ab81-9b2b39ef3b81.jpg,"13,000",27%,"18,000원",(10ml당 406원),"5,214개 상품평",,,320ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,한국,컨텐츠 참조,유 / 피부의 미백에 도움을 준다. 피부의 주름개선에 도움을 준다.,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.						",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/2537113?itemId=11710678&vendorItemId=4412845345&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
5226531747,2552080754,70544660366,토니모리 원더 세라마이드 모찌 토너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/691793891852528-a49bdd40-665b-4788-b484-1d6379f65618.jpg,"18,870",20%,"23,800원",(10ml당 189원),"16,058개 상품평",토니모리,,500ml*2개,모든피부용,모든피부용,"7스킨법
피부가 건조하고 속당김이 느껴질 때, 손에 스킨을 적당량 덜어 흡수시켜 줍니다. 완전히 흡수되면 다시 스킨을 흡수시키며 일곱 번 반복하여 보습과 영양을 채워줍니다.
보습 팩
화장솜에 스킨을 듬뿍 적셔 건조한 피부에 붙이고 10분후에 떼어냅니다.
닦아내는 토너
화장솜에 내용물을 적당량 덜어 부드럽게 펴 발라주어 피부 결을 부드럽게 관리해줍니다.", , ,한국,"정제수, 다이프로필렌글라이콜, 글리세린, 펜타에리스리틸테트라아이소스테아레이트, 글리세레스-26, 1,2-헥산다이올, 마카다미아씨오일, 페닐트라이메티콘, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 스타이렌/브이피코폴리머, 에틸헥실글리세린, 병풀추출물, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 트로메타민, 카프릴릭/카프릭트라이글리세라이드, 알란토인, 하이드로제네이티드레시틴, 프로판다이올, 판테놀, 피토스테릴/옥틸도데실라우로일글루타메이트, 세라마이드엔피, 소듐하이알루로네이트, 로즈우드오일, 레몬껍질오일, 다이소듐이디티에이, 리날룰, 리모넨[티트리 모공 산뜻 토너]",해당 없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5226531747?itemId=2552080754&vendorItemId=70544660366&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
1688783769,2876092200,70098062790,AHC 허브 솔루션 알로에 베라 토너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/69808296578976-def7ffcc-20f6-4910-b284-5f3e73b725fc.jpg,"9,100",24%,"12,000원",(10ml당 182원),"2,317개 상품평",AHC,,500ml,모든피부용,모든피부용,컨텐츠참조, , ,대한민국,컨텐츠참조,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것 가. 사용 중 붉은 반점, 부어오름, 가려움증, 자극 등의 이상이 있는 경우 나. 적용 부위가 직사광선에 의하여 위와 같은 이상이 있는 경우 2. 상처가 있는 부위, 습진 및 피부염 등의 이상이 있는 부위에는 사용을 하지 말 것 3. 보관 및 취급 시의 주의사항 가. 사용 후에는 반드시 마개를 닫아둘 것 나. 유아?소아의 손이 닿지 않는 곳에 보관할 것 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1688783769?itemId=2876092200&vendorItemId=70098062790&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
5624932410,9132958423,76418969041,나드 딥 모이스쳐 모공 토너,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/591806633462050-0b493751-027b-4f82-83ff-170ee9c828cc.jpg,"9,900",67%,"30,000원",(10ml당 99원),894개 상품평,,,500ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,대한민국,컨텐츠 참조,해당없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/5624932410?itemId=9132958423&vendorItemId=76418969041&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:25
231475218,734053195,4855212242,라네즈 크림 스킨 150ml + 아모레퍼시픽 기초케어 4종,https://thumbnail8.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1192867948879245-ba3f43b2-166d-4b26-a768-13aa6bf8d2f5.jpg,"19,600",30%,"28,000원",,"1,180개 상품평",라네즈,,본품:150ml / 그 외 : 컨텐츠 참조,모든피부용,모든피부용,"아침,저녁 스킨 사용 단계에서 적당량을 손에 덜어 피부 속부터 채워주듯이 두드리며 흡수시켜줍니다.", , ,대한민국,컨텐츠참조,본품:해당없음구성품:해당없음,"1. 화장품 사용 시 또는 사용 후 직사광선에 의하여 사용부위가 붉은반점, 부어오름 또는 가려움증 등의 이상 증상이나 부작용이 있는 경우 전문의 등과 상담할 것.2. 상처가 있는 부위 등에는 사용을 자제할 것.3. 보관 및 취급 시의 주의사항- 어린이의 손이 닿지 않는 곳에 보관할 것",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/231475218?itemId=734053195&vendorItemId=4855212242&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
302203410,950640092,5344198263,더랩바이블랑두 올리고 히알루론산 7멀티 포뮬라 패드 60p,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/050b/6dd0aeb41795124ee9599c61bfaf288a5a2c3405335d123b814de2f663c8.jpg,"13,450",51%,"28,000원",,530개 상품평,더랩바이블랑두,,120g(60매),모든 피부용,모든 피부용,집게를 사용해 가볍게 민감한 부위에 올려주세요. 5~10분 정도 흡수시키고 손 끝으로 피부를 가볍게 두드려 주시면 더 빠른 흡수감을 느끼실 수 있습니다., , ,대한민국,컨텐츠 참조,해당없음,컨텐츠 참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/302203410?itemId=950640092&vendorItemId=5344198263&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
271567654,853954183,5168081053,이니스프리 청보리 필링 토너,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/361913644883153-879868ff-a280-4ca5-b988-77cbc955e948.jpg,"7,810",39%,"13,000원",(10ml당 312원),"1,707개 상품평",이니스프리,,250mL,모든 피부용,모든 피부용,컨텐츠참조, , ,대한민국,컨텐츠참조,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.   ",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/271567654?itemId=853954183&vendorItemId=5168081053&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
18115200,72820647,3118703551,토니모리 더 촉촉 그린티 수분 스킨,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1185258073160952-32d5c6b8-19e6-447e-8dc6-f7c4fe3d6bca.jpg,"6,660",50%,"13,500원",(10ml당 370원),"1,369개 상품평",토니모리,,180ml,모든 피부용,모든 피부용,세안 후 손이나 화장솜에 내용물을 적당량 덜어 피부 안쪽에서 바깥쪽으로 닦아내듯 펴 발라준 후 손바닥으로 피부를 감싸듯이 눌러 마무리합니다, , ,대한민국,"녹차추출물, 글리세레스-26, 메칠프로판디올, 글리세린, 에탄올, 1,2-헥산디올, 에칠아스코빌에텔, C12-14파레스-12, 하이드록시에칠아크릴레이트/소듐아크릴로일디메칠타우레이트코폴리머, 레몬씨오일, 로즈우드오일, 디소듐이디티에이",해당사항없음,"1. 화장품을 사용하다 다음과 같은 증상이 있을시 계속사용하면 증상을 악화시키므로 사용을 중지하고 피부과 전문의등에게 상담할 것. 1)사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있을 경우. 2)적용부위가 직사광선에 의해 위와 같은 이상이 있을 경우. 2. 상처가 있는 곳 또는 습진 및 피부염 등의 이상이 있는 부위에는 사용을 금할것. 3. 보관 및 취급상의 주의사항 1)사용후에는 반드시 마개를 닫아둘 것. 2)유.소아의 손에 닿지 않는 곳에 보관할 것. 3)고온, 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/18115200?itemId=72820647&vendorItemId=3118703551&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
55425119,192891739,5168118247,이니스프리 올리브 리얼 스킨 EX 200ml,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1100023582450021-2f5a0e90-8400-4ab6-a014-9fd793d6193f.jpg,"9,950",37%,"16,000원",(10ml당 498원),560개 상품평,이니스프리,,200mL,모든 피부용,모든 피부용,컨텐츠참조, , ,대한민국,컨텐츠참조,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.   ",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/55425119?itemId=192891739&vendorItemId=5168118247&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
1313275957,2330862922,70327418867,코스알엑스 풀핏 프로폴리스 시너지 토너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2020/02/26/18/6/b0935b36-4c6b-490f-9d8d-f0f481b7c50c.jpg,"12,000",19%,"14,830원",(10ml당 429원),786개 상품평,코스알엑스,,280ml,모든 피부용,모든 피부용,컨텐츠 참조, , ,대한민국,컨텐츠 참조,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것. 가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우. 나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우. 2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것. 3. 보관 및 취급시의 주의사항 가. 사용후에는 반드시 마개를 닫아둘 것. 나. 유아·소아의 손이 닿지 않는 곳에 보관할 것. 다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것.						",제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/1313275957?itemId=2330862922&vendorItemId=70327418867&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
222180047,695671001,4778296164,애터미 더페임 토너,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/105178977214185-87d312ae-bc6b-4473-9d9e-68b81683144a.jpg,"16,460",11%,"18,600원","(10ml당 1,097원)","1,554개 상품평",,,150ml,모든 피부용,모든 피부용,컨텐츠참조, , ,한국,컨텐츠참조,해당없음,컨텐츠참조,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,제품 이상 시 공정거래위원회 고시 소비자분쟁해결기준에 의거 보상합니다.		,쿠팡,,,,,,,"쿠팡(주) / 강한승,박대준",https://www.coupang.com/vp/products/222180047?itemId=695671001&vendorItemId=4778296164&sourceType=CATEGORY&categoryId=486148,2022-01-05 10:45:26
